paper_id,title,topic,topic_type,source,evidence,confidence,tfidf_score,doc_frequency
paper151,Beyond Decodability: Reconstructing Language Model Representations with an Encoding Probe,Fea Tures,discovered,extracted_keyphrase,fea tures,0.69,0.1661,2.0
paper151,Beyond Decodability: Reconstructing Language Model Representations with an Encoding Probe,Repre Sentations,discovered,extracted_keyphrase,repre sentations,0.69,0.157,3.0
paper152,Structure Liberates: How Constrained Sensemaking Produces More Novel Research Output,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper152,Structure Liberates: How Constrained Sensemaking Produces More Novel Research Output,Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper153,A11y-Compressor: A Framework for Enhancing the Efficiency of GUI Agent Observations through Visual Context Reconstruction and Redundancy Reduction,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper153,A11y-Compressor: A Framework for Enhancing the Efficiency of GUI Agent Observations through Visual Context Reconstruction and Redundancy Reduction,Context Reconstruction,discovered,extracted_keyphrase,context reconstruction,0.76,0.327,2.0
paper153,A11y-Compressor: A Framework for Enhancing the Efficiency of GUI Agent Observations through Visual Context Reconstruction and Redundancy Reduction,Input Tokens,discovered,extracted_keyphrase,input tokens,0.69,0.327,2.0
paper153,A11y-Compressor: A Framework for Enhancing the Efficiency of GUI Agent Observations through Visual Context Reconstruction and Redundancy Reduction,Repre Sentations,discovered,extracted_keyphrase,repre sentations,0.69,0.3091,3.0
paper153,A11y-Compressor: A Framework for Enhancing the Efficiency of GUI Agent Observations through Visual Context Reconstruction and Redundancy Reduction,Percentage Points,discovered,extracted_keyphrase,percentage points,0.69,0.2952,4.0
paper154,AGoQ: Activation and Gradient Quantization for Memory-Efficient Distributed Training of LLMs,Large Language Models,controlled,controlled_title,llms,0.95,,
paper154,AGoQ: Activation and Gradient Quantization for Memory-Efficient Distributed Training of LLMs,Communica Tion,discovered,extracted_keyphrase,communica tion,0.69,0.222,2.0
paper154,AGoQ: Activation and Gradient Quantization for Memory-Efficient Distributed Training of LLMs,Guage Models Llms,discovered,extracted_keyphrase,guage models llms,0.69,0.222,2.0
paper154,AGoQ: Activation and Gradient Quantization for Memory-Efficient Distributed Training of LLMs,Reducing Gpu Memory,discovered,extracted_keyphrase,reducing gpu memory,0.69,0.222,2.0
paper154,AGoQ: Activation and Gradient Quantization for Memory-Efficient Distributed Training of LLMs,Reducing Gpu,discovered,extracted_keyphrase,reducing gpu,0.69,0.222,2.0
paper154,AGoQ: Activation and Gradient Quantization for Memory-Efficient Distributed Training of LLMs,Gpu Memory,discovered,extracted_keyphrase,gpu memory,0.69,0.222,2.0
paper155,ControBench: An Interaction-Aware Benchmark for Controversial Discourse Analysis on Social Networks,LLM Evaluation,controlled,controlled_title,benchmark,0.95,,
paper155,ControBench: An Interaction-Aware Benchmark for Controversial Discourse Analysis on Social Networks,Large Language Models,controlled,controlled_abstract,large language models,0.82,,
paper156,Surprisal Minimisation over Goal-directed Alternatives Predicts Production Choice in Dialogue,Goal Directed,discovered,extracted_keyphrase,goal directed,0.72,0.7328,1.0
paper156,Surprisal Minimisation over Goal-directed Alternatives Predicts Production Choice in Dialogue,Surprisal Minimisation,discovered,extracted_keyphrase,surprisal minimisation,0.72,0.4885,1.0
paper156,Surprisal Minimisation over Goal-directed Alternatives Predicts Production Choice in Dialogue,Information Theoretic,discovered,extracted_keyphrase,information theoretic,0.69,0.2143,2.0
paper156,Surprisal Minimisation over Goal-directed Alternatives Predicts Production Choice in Dialogue,Rela Tive,discovered,extracted_keyphrase,rela tive,0.69,0.2143,2.0
paper156,Surprisal Minimisation over Goal-directed Alternatives Predicts Production Choice in Dialogue,Open Ended,discovered,extracted_keyphrase,open ended,0.69,0.1843,7.0
paper157,"ReLay: Personalized LLM-Generated Plain-Language Summaries for Better Understanding, but at What Cost?",Large Language Models,controlled,controlled_title,llm,0.95,,
paper157,"ReLay: Personalized LLM-Generated Plain-Language Summaries for Better Understanding, but at What Cost?",Hallucination Detection,controlled,controlled_abstract,hallucinations,0.82,,
paper157,"ReLay: Personalized LLM-Generated Plain-Language Summaries for Better Understanding, but at What Cost?",Safety and Bias,controlled,controlled_abstract,safety,0.82,,
paper158,Impact of Task Phrasing on Presumptions in Large Language Models,Large Language Models,controlled,controlled_title,large language models,0.95,,
paper158,Impact of Task Phrasing on Presumptions in Large Language Models,Safety and Bias,controlled,controlled_abstract,safety,0.82,,
paper158,Impact of Task Phrasing on Presumptions in Large Language Models,Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper159,Escaping Mode Collapse in LLM Generation via Geometric Regulation,Large Language Models,controlled,controlled_title,llm,0.95,,
paper159,Escaping Mode Collapse in LLM Generation via Geometric Regulation,Mode Collapse,discovered,extracted_keyphrase,mode collapse,0.72,0.7735,1.0
paper159,Escaping Mode Collapse in LLM Generation via Geometric Regulation,State Space,discovered,extracted_keyphrase,state space,0.69,0.2872,2.0
paper159,Escaping Mode Collapse in LLM Generation via Geometric Regulation,Substantially Reduces,discovered,extracted_keyphrase,substantially reduces,0.69,0.1436,2.0
paper159,Escaping Mode Collapse in LLM Generation via Geometric Regulation,Representation Space,discovered,extracted_keyphrase,representation space,0.69,0.1296,2.0
paper159,Escaping Mode Collapse in LLM Generation via Geometric Regulation,Large Lan Guage Models,discovered,extracted_keyphrase,large lan guage models,0.69,0.1296,3.0
paper160,RadLite: Multi-Task LoRA Fine-Tuning of Small Language Models for CPU-Deployable Radiology AI,Fine-Tuning,controlled,controlled_title,fine tuning,0.95,,
paper160,RadLite: Multi-Task LoRA Fine-Tuning of Small Language Models for CPU-Deployable Radiology AI,Large Language Models,controlled,controlled_abstract,llms,0.82,,
paper160,RadLite: Multi-Task LoRA Fine-Tuning of Small Language Models for CPU-Deployable Radiology AI,Named Entity Recognition,controlled,controlled_abstract,ner,0.82,,
paper160,RadLite: Multi-Task LoRA Fine-Tuning of Small Language Models for CPU-Deployable Radiology AI,Prompt Engineering,controlled,controlled_abstract,prompting,0.82,,
paper160,RadLite: Multi-Task LoRA Fine-Tuning of Small Language Models for CPU-Deployable Radiology AI,Low-Resource NLP,controlled,controlled_abstract,few shot,0.82,,
paper161,Compute-Accuracy Pareto Frontiers for Open-Source Reasoning Large Language Models,Large Language Models,controlled,controlled_title,large language models,0.95,,
paper161,Compute-Accuracy Pareto Frontiers for Open-Source Reasoning Large Language Models,Reasoning,controlled,controlled_title,reasoning,0.95,,
paper162,Reservoir Computing inspired Matrix Multiplication-free Language Model,Large Language Models,controlled,controlled_abstract,llms,0.82,,
paper162,Reservoir Computing inspired Matrix Multiplication-free Language Model,Reservoir Computing,discovered,extracted_keyphrase,reservoir computing,0.72,0.3861,1.0
paper162,Reservoir Computing inspired Matrix Multiplication-free Language Model,Multiplication Free Language Model,discovered,extracted_keyphrase,multiplication free language model,0.72,0.2574,1.0
paper162,Reservoir Computing inspired Matrix Multiplication-free Language Model,Matrix Multiplication Free Language,discovered,extracted_keyphrase,matrix multiplication free language,0.72,0.2574,1.0
paper162,Reservoir Computing inspired Matrix Multiplication-free Language Model,Matrix Multiplication Free,discovered,extracted_keyphrase,matrix multiplication free,0.72,0.2574,1.0
paper162,Reservoir Computing inspired Matrix Multiplication-free Language Model,Matrix Multiplication,discovered,extracted_keyphrase,matrix multiplication,0.72,0.2574,1.0
paper163,Architectural Trade-offs in Small Language Models Under Compute Constraints,Large Language Models,controlled,controlled_abstract,large language models,0.82,,
paper163,Architectural Trade-offs in Small Language Models Under Compute Constraints,Embeddings,controlled,controlled_abstract,embeddings,0.82,,
paper164,The Art of Scaling Test-Time Compute for Large Language Models,Large Language Models,controlled,controlled_title,large language models,0.95,,
paper164,The Art of Scaling Test-Time Compute for Large Language Models,Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper165,Do Reasoning Vision-Language Models Inversely Scale in Test-Time Compute? A Distractor-centric Empirical Analysis,Reasoning,controlled,controlled_title,reasoning,0.95,,
paper165,Do Reasoning Vision-Language Models Inversely Scale in Test-Time Compute? A Distractor-centric Empirical Analysis,Question Answering,controlled,controlled_abstract,question answering,0.82,,
paper165,Do Reasoning Vision-Language Models Inversely Scale in Test-Time Compute? A Distractor-centric Empirical Analysis,Prompt Engineering,controlled,controlled_abstract,prompting,0.82,,
paper165,Do Reasoning Vision-Language Models Inversely Scale in Test-Time Compute? A Distractor-centric Empirical Analysis,Safety and Bias,controlled,controlled_abstract,bias,0.82,,
paper166,Training Language Models to Explain Their Own Computations,Fine-Tuning,controlled,controlled_abstract,fine tuning,0.82,,
paper166,Training Language Models to Explain Their Own Computations,Fine Tuning,discovered,extracted_keyphrase,fine tuning,0.69,0.1848,25.0
paper166,Training Language Models to Explain Their Own Computations,Internal Activations,discovered,extracted_keyphrase,internal activations,0.69,0.1702,2.0
paper166,Training Language Models to Explain Their Own Computations,Fine Tuning Different,discovered,extracted_keyphrase,fine tuning different,0.69,0.1702,2.0
paper166,Training Language Models to Explain Their Own Computations,Input Tokens,discovered,extracted_keyphrase,input tokens,0.69,0.1702,2.0
paper166,Training Language Models to Explain Their Own Computations,Fine Tuning Model,discovered,extracted_keyphrase,fine tuning model,0.69,0.1702,2.0
paper167,Computational Turing Test Reveals Systematic Differences Between Human and AI Language,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper167,Computational Turing Test Reveals Systematic Differences Between Human and AI Language,Prompt Engineering,controlled,controlled_abstract,prompting,0.82,,
paper167,Computational Turing Test Reveals Systematic Differences Between Human and AI Language,Fine-Tuning,controlled,controlled_abstract,fine tuning,0.82,,
paper167,Computational Turing Test Reveals Systematic Differences Between Human and AI Language,LLM Evaluation,controlled,controlled_abstract,benchmarking,0.82,,
paper168,A Computational Approach to Analyzing Disrupted Language in Schizophrenia: Integrating Surprisal and Coherence Measures,Semantic Coherence,discovered,extracted_keyphrase,semantic coherence,0.69,0.4177,2.0
paper168,A Computational Approach to Analyzing Disrupted Language in Schizophrenia: Integrating Surprisal and Coherence Measures,Computational Approach Analyzing,discovered,extracted_keyphrase,computational approach analyzing,0.69,0.2088,2.0
paper168,A Computational Approach to Analyzing Disrupted Language in Schizophrenia: Integrating Surprisal and Coherence Measures,Index Terms,discovered,extracted_keyphrase,index terms,0.69,0.1536,5.0
paper169,CFDLLMBench: A Benchmark Suite for Evaluating Large Language Models in Computational Fluid Dynamics,Large Language Models,controlled,controlled_title,large language models,0.95,,
paper169,CFDLLMBench: A Benchmark Suite for Evaluating Large Language Models in Computational Fluid Dynamics,LLM Evaluation,controlled,controlled_title,benchmark,0.95,,
paper169,CFDLLMBench: A Benchmark Suite for Evaluating Large Language Models in Computational Fluid Dynamics,LLM Agents,controlled,controlled_abstract,llm agents,0.82,,
paper169,CFDLLMBench: A Benchmark Suite for Evaluating Large Language Models in Computational Fluid Dynamics,Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper170,Interdisciplinary Research in Conversation: A Case Study in Computational Morphology for Language Documentation,Multilingual NLP,controlled,controlled_abstract,multilingual,0.82,,
paper170,Interdisciplinary Research in Conversation: A Case Study in Computational Morphology for Language Documentation,Computational Morphology,discovered,extracted_keyphrase,computational morphology,0.72,0.5366,1.0
paper170,Interdisciplinary Research in Conversation: A Case Study in Computational Morphology for Language Documentation,Becom Ing,discovered,extracted_keyphrase,becom ing,0.69,0.166,2.0
paper170,Interdisciplinary Research in Conversation: A Case Study in Computational Morphology for Language Documentation,Small Scale,discovered,extracted_keyphrase,small scale,0.69,0.1499,4.0
paper170,Interdisciplinary Research in Conversation: A Case Study in Computational Morphology for Language Documentation,Real World,discovered,extracted_keyphrase,real world,0.69,0.1015,16.0
paper171,Language and Experience: A Computational Model of Social Learning in Complex Tasks,Pre Trained Language,discovered,extracted_keyphrase,pre trained language,0.69,0.2472,2.0
paper171,Language and Experience: A Computational Model of Social Learning in Complex Tasks,Environ Ments,discovered,extracted_keyphrase,environ ments,0.69,0.2472,2.0
paper171,Language and Experience: A Computational Model of Social Learning in Complex Tasks,Knowledge Transfer,discovered,extracted_keyphrase,knowledge transfer,0.69,0.2231,4.0
paper171,Language and Experience: A Computational Model of Social Learning in Complex Tasks,Pre Trained,discovered,extracted_keyphrase,pre trained,0.69,0.201,6.0
paper171,Language and Experience: A Computational Model of Social Learning in Complex Tasks,Github Com,discovered,extracted_keyphrase,github com,0.69,0.1533,6.0
paper172,Computational Economics in Large Language Models: Exploring Model Behavior and Incentive Design under Resource Constraints,Large Language Models,controlled,controlled_title,large language models,0.95,,
paper172,Computational Economics in Large Language Models: Exploring Model Behavior and Incentive Design under Resource Constraints,Computational Cost,discovered,extracted_keyphrase,computational cost,0.69,0.2733,2.0
paper172,Computational Economics in Large Language Models: Exploring Model Behavior and Incentive Design under Resource Constraints,Compu Tational,discovered,extracted_keyphrase,compu tational,0.69,0.1366,2.0
paper172,Computational Economics in Large Language Models: Exploring Model Behavior and Incentive Design under Resource Constraints,High Value,discovered,extracted_keyphrase,high value,0.69,0.1366,2.0
paper172,Computational Economics in Large Language Models: Exploring Model Behavior and Incentive Design under Resource Constraints,Activation Patterns,discovered,extracted_keyphrase,activation patterns,0.69,0.1366,2.0
paper172,Computational Economics in Large Language Models: Exploring Model Behavior and Incentive Design under Resource Constraints,Novel Computational,discovered,extracted_keyphrase,novel computational,0.69,0.1366,2.0
paper173,A Computational Approach to Analyzing Language Change and Variation in the Constructed Language Toki Pona,Toki Pona,discovered,extracted_keyphrase,toki pona,0.72,0.7397,1.0
paper173,A Computational Approach to Analyzing Language Change and Variation in the Constructed Language Toki Pona,Computational Approach Analyzing,discovered,extracted_keyphrase,computational approach analyzing,0.69,0.2289,2.0
paper174,Iterative Learning of Computable Phenotypes for Treatment Resistant Hypertension using Large Language Models,Large Language Models,controlled,controlled_title,large language models,0.95,,
paper174,Iterative Learning of Computable Phenotypes for Treatment Resistant Hypertension using Large Language Models,Question Answering,controlled,controlled_abstract,question answering,0.82,,
paper175,Can Large Language Models Integrate Spatial Data? Empirical Insights into Reasoning Strengths and Computational Weaknesses,Large Language Models,controlled,controlled_title,large language models,0.95,,
paper175,Can Large Language Models Integrate Spatial Data? Empirical Insights into Reasoning Strengths and Computational Weaknesses,Reasoning,controlled,controlled_title,reasoning,0.95,,
paper176,LLM Healthcare Computation Accuracy RareTech Preprint.docx,Large Language Models,controlled,controlled_title,llm,0.95,,
paper176,LLM Healthcare Computation Accuracy RareTech Preprint.docx,Prompt Engineering,controlled,controlled_abstract,prompt engineering,0.82,,
paper176,LLM Healthcare Computation Accuracy RareTech Preprint.docx,Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper177,HaLoRA: Hardware-aware Low-Rank Adaptation for Large Language Models Based on Hybrid Compute-in-Memory Architecture,Large Language Models,controlled,controlled_title,large language models,0.95,,
paper177,HaLoRA: Hardware-aware Low-Rank Adaptation for Large Language Models Based on Hybrid Compute-in-Memory Architecture,Fine-Tuning,controlled,controlled_abstract,lora,0.82,,
paper178,U N I V E R S I T Y O F C O P E N H A G E N,Large Language Models,controlled,controlled_abstract,large language models,0.82,,
paper179,"Evolutionary Computation and Large Language Models: A Survey of Methods, Synergies, and Applications",Large Language Models,controlled,controlled_title,large language models,0.95,,
paper179,"Evolutionary Computation and Large Language Models: A Survey of Methods, Synergies, and Applications",Prompt Engineering,controlled,controlled_abstract,prompt engineering,0.82,,
paper179,"Evolutionary Computation and Large Language Models: A Survey of Methods, Synergies, and Applications",Fine-Tuning,controlled,controlled_abstract,fine tuning,0.82,,
paper180,"Think Again! The Effect of Test-Time Compute on Preferences, Opinions, and Beliefs of Large Language Models",Large Language Models,controlled,controlled_title,large language models,0.95,,
paper180,"Think Again! The Effect of Test-Time Compute on Preferences, Opinions, and Beliefs of Large Language Models",LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper180,"Think Again! The Effect of Test-Time Compute on Preferences, Opinions, and Beliefs of Large Language Models",Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper181,Attacking Vision-Language Computer Agents via Pop-ups,Pop Ups,discovered,extracted_keyphrase,pop ups,0.72,0.8573,1.0
paper181,Attacking Vision-Language Computer Agents via Pop-ups,Success Rate,discovered,extracted_keyphrase,success rate,0.69,0.2507,2.0
paper181,Attacking Vision-Language Computer Agents via Pop-ups,Adver Sarial,discovered,extracted_keyphrase,adver sarial,0.69,0.1326,2.0
paper181,Attacking Vision-Language Computer Agents via Pop-ups,Becom Ing,discovered,extracted_keyphrase,becom ing,0.69,0.1326,2.0
paper181,Attacking Vision-Language Computer Agents via Pop-ups,Attack Success Rate,discovered,extracted_keyphrase,attack success rate,0.69,0.1253,2.0
paper181,Attacking Vision-Language Computer Agents via Pop-ups,Attack Success,discovered,extracted_keyphrase,attack success,0.69,0.1197,3.0
paper182,Duo-LLM: A Framework for Studying,Large Language Models,controlled,controlled_title,llm,0.95,,
paper182,Duo-LLM: A Framework for Studying,Early Exit,discovered,extracted_keyphrase,early exit,0.69,0.2533,2.0
paper182,Duo-LLM: A Framework for Studying,Propose Novel,discovered,extracted_keyphrase,propose novel,0.69,0.2533,2.0
paper182,Duo-LLM: A Framework for Studying,Valuable Insights,discovered,extracted_keyphrase,valuable insights,0.69,0.2394,2.0
paper182,Duo-LLM: A Framework for Studying,Compute Budget,discovered,extracted_keyphrase,compute budget,0.69,0.2394,3.0
paper182,Duo-LLM: A Framework for Studying,Speculative Decoding,discovered,extracted_keyphrase,speculative decoding,0.69,0.2394,3.0
paper183,SIMULTANEOUS COMPUTATION AND MEMORY EFFI-,Large Language Models,controlled,controlled_abstract,large language models,0.82,,
paper183,SIMULTANEOUS COMPUTATION AND MEMORY EFFI-,Fine-Tuning,controlled,controlled_abstract,fine tuning,0.82,,
paper183,SIMULTANEOUS COMPUTATION AND MEMORY EFFI-,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper184,"Liujianfu Wanga†, Yuyang Dua†, Jingqi Linb†, Kexin Chena, Soung Chang Liewa∗",Large Language Models,controlled,controlled_abstract,llms,0.82,,
paper184,"Liujianfu Wanga†, Yuyang Dua†, Jingqi Linb†, Kexin Chena, Soung Chang Liewa∗",Question Answering,controlled,controlled_abstract,qa,0.82,,
paper184,"Liujianfu Wanga†, Yuyang Dua†, Jingqi Linb†, Kexin Chena, Soung Chang Liewa∗",Prompt Engineering,controlled,controlled_abstract,prompting,0.82,,
paper184,"Liujianfu Wanga†, Yuyang Dua†, Jingqi Linb†, Kexin Chena, Soung Chang Liewa∗",Instruction Tuning,controlled,controlled_abstract,supervised fine tuning,0.82,,
paper184,"Liujianfu Wanga†, Yuyang Dua†, Jingqi Linb†, Kexin Chena, Soung Chang Liewa∗",Fine-Tuning,controlled,controlled_abstract,fine tuning,0.82,,
paper184,"Liujianfu Wanga†, Yuyang Dua†, Jingqi Linb†, Kexin Chena, Soung Chang Liewa∗",LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper185,Instruction Tuning Vs. In-Context Learning: Revisiting Large Language,Instruction Tuning,controlled,controlled_title,instruction tuning,0.95,,
paper185,Instruction Tuning Vs. In-Context Learning: Revisiting Large Language,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper185,Instruction Tuning Vs. In-Context Learning: Revisiting Large Language,Prompt Engineering,controlled,controlled_abstract,prompting,0.82,,
paper185,Instruction Tuning Vs. In-Context Learning: Revisiting Large Language,Fine-Tuning,controlled,controlled_abstract,fine tuning,0.82,,
paper185,Instruction Tuning Vs. In-Context Learning: Revisiting Large Language,Low-Resource NLP,controlled,controlled_abstract,few shot,0.82,,
paper186,Beyond Accuracy Optimization:,Large Language Models,controlled,controlled_abstract,llms,0.82,,
paper186,Beyond Accuracy Optimization:,Question Answering,controlled,controlled_abstract,question answering,0.82,,
paper186,Beyond Accuracy Optimization:,Fine-Tuning,controlled,controlled_abstract,fine tuning,0.82,,
paper187,"Hongwei Jin∗, George Papadimitriou†, Krishnan Raghavan∗, Pawel Zuk†,",Large Language Models,controlled,controlled_abstract,llms,0.82,,
paper187,"Hongwei Jin∗, George Papadimitriou†, Krishnan Raghavan∗, Pawel Zuk†,",Prompt Engineering,controlled,controlled_abstract,prompting,0.82,,
paper187,"Hongwei Jin∗, George Papadimitriou†, Krishnan Raghavan∗, Pawel Zuk†,",Instruction Tuning,controlled,controlled_abstract,supervised fine tuning,0.82,,
paper187,"Hongwei Jin∗, George Papadimitriou†, Krishnan Raghavan∗, Pawel Zuk†,",Fine-Tuning,controlled,controlled_abstract,fine tuning,0.82,,
paper187,"Hongwei Jin∗, George Papadimitriou†, Krishnan Raghavan∗, Pawel Zuk†,",Low-Resource NLP,controlled,controlled_abstract,few shot,0.82,,
paper188,A Semantic-Aware Layer-Freezing Approach to Computation-Efficient Fine-Tuning of Language Models,Fine-Tuning,controlled,controlled_title,fine tuning,0.95,,
paper188,A Semantic-Aware Layer-Freezing Approach to Computation-Efficient Fine-Tuning of Language Models,Efficient Fine Tuning,discovered,extracted_keyphrase,efficient fine tuning,0.76,0.4106,3.0
paper188,A Semantic-Aware Layer-Freezing Approach to Computation-Efficient Fine-Tuning of Language Models,Fine Tuning,discovered,extracted_keyphrase,fine tuning,0.76,0.2358,25.0
paper188,A Semantic-Aware Layer-Freezing Approach to Computation-Efficient Fine-Tuning of Language Models,Narrow Scope,discovered,extracted_keyphrase,narrow scope,0.69,0.2172,2.0
paper188,A Semantic-Aware Layer-Freezing Approach to Computation-Efficient Fine-Tuning of Language Models,Inference Process,discovered,extracted_keyphrase,inference process,0.69,0.2172,2.0
paper188,A Semantic-Aware Layer-Freezing Approach to Computation-Efficient Fine-Tuning of Language Models,Scaling Law,discovered,extracted_keyphrase,scaling law,0.69,0.2172,2.0
paper189,Computational Job Market Analysis,Multilingual NLP,controlled,controlled_abstract,multilingual,0.82,,
paper189,Computational Job Market Analysis,Job Market,discovered,extracted_keyphrase,job market,0.72,0.1313,1.0
paper190,FinGPT-HPC: Efficient Pretraining and Finetuning,Large Language Models,controlled,controlled_abstract,llms,0.82,,
paper190,FinGPT-HPC: Efficient Pretraining and Finetuning,Fine-Tuning,controlled,controlled_abstract,lora,0.82,,
paper191,Keywords: Computer Science Education; Large Language Models; Test Case Generation,Large Language Models,controlled,controlled_title,large language models,0.95,,
paper191,Keywords: Computer Science Education; Large Language Models; Test Case Generation,Test Case Generation,discovered,extracted_keyphrase,test case generation,0.72,0.343,1.0
paper191,Keywords: Computer Science Education; Large Language Models; Test Case Generation,Test Case,discovered,extracted_keyphrase,test case,0.72,0.343,1.0
paper191,Keywords: Computer Science Education; Large Language Models; Test Case Generation,Case Generation,discovered,extracted_keyphrase,case generation,0.72,0.343,1.0
paper191,Keywords: Computer Science Education; Large Language Models; Test Case Generation,Computer Science Education,discovered,extracted_keyphrase,computer science education,0.72,0.2572,1.0
paper191,Keywords: Computer Science Education; Large Language Models; Test Case Generation,Science Education,discovered,extracted_keyphrase,science education,0.72,0.2572,1.0
paper192,Closely Related Languages,Multilingual NLP,controlled,controlled_abstract,multilingual,0.82,,
paper192,Closely Related Languages,Closely Related,discovered,extracted_keyphrase,closely related,0.76,0.6708,2.0
paper192,Closely Related Languages,Related Languages,discovered,extracted_keyphrase,related languages,0.76,0.4472,2.0
paper192,Closely Related Languages,Mutual Intelligibility,discovered,extracted_keyphrase,mutual intelligibility,0.69,0.4472,2.0
paper192,Closely Related Languages,Cognitive Processes,discovered,extracted_keyphrase,cognitive processes,0.69,0.2236,2.0
paper192,Closely Related Languages,Intelligi Bility,discovered,extracted_keyphrase,intelligi bility,0.69,0.2236,2.0
paper193,Carnegie Mellon Univeristy,Large Language Models,controlled,controlled_abstract,llms,0.82,,
paper193,Carnegie Mellon Univeristy,Low-Resource NLP,controlled,controlled_abstract,zero shot,0.82,,
paper194,"Miquel Esplà-Gomis, Víctor M. Sánchez-Cartagena",Machine Translation,controlled,controlled_abstract,translation,0.82,,
paper194,"Miquel Esplà-Gomis, Víctor M. Sánchez-Cartagena",Multilingual NLP,controlled,controlled_abstract,cross lingual,0.82,,
paper194,"Miquel Esplà-Gomis, Víctor M. Sánchez-Cartagena",Embeddings,controlled,controlled_abstract,embeddings,0.82,,
paper195,IMPROVING NATURAL LANGUAGE UN-,Knowledge Intensive,discovered,extracted_keyphrase,knowledge intensive,0.69,0.3792,3.0
paper195,IMPROVING NATURAL LANGUAGE UN-,Adaptive Retrieval,discovered,extracted_keyphrase,adaptive retrieval,0.69,0.2006,2.0
paper195,IMPROVING NATURAL LANGUAGE UN-,Previous Works,discovered,extracted_keyphrase,previous works,0.69,0.2006,2.0
paper195,IMPROVING NATURAL LANGUAGE UN-,Experimental Results Demonstrate,discovered,extracted_keyphrase,experimental results demonstrate,0.69,0.1896,3.0
paper196,Reasoning Beyond Chain-of-Thought: A Latent Computational Mode in Large Language Models,Large Language Models,controlled,controlled_title,large language models,0.95,,
paper196,Reasoning Beyond Chain-of-Thought: A Latent Computational Mode in Large Language Models,Prompt Engineering,controlled,controlled_title,chain of thought,0.95,,
paper196,Reasoning Beyond Chain-of-Thought: A Latent Computational Mode in Large Language Models,Reasoning,controlled,controlled_title,reasoning,0.95,,
paper197,Universal computation is intrinsic to language model decoding,Universal Computation,discovered,extracted_keyphrase,universal computation,0.72,0.6591,1.0
paper197,Universal computation is intrinsic to language model decoding,Generated Text,discovered,extracted_keyphrase,generated text,0.69,0.177,4.0
paper198,A Computational Approach to Language Contact -- A Case Study of Persian,Fea Tures,discovered,extracted_keyphrase,fea tures,0.69,0.3415,2.0
paper198,A Computational Approach to Language Contact -- A Case Study of Persian,Lan Guages,discovered,extracted_keyphrase,lan guages,0.69,0.3228,3.0
paper199,Measuring cross-language intelligibility between Romance languages with computational tools,Romance Languages,discovered,extracted_keyphrase,romance languages,0.72,0.5385,1.0
paper199,Measuring cross-language intelligibility between Romance languages with computational tools,Intelligi Bility,discovered,extracted_keyphrase,intelligi bility,0.69,0.4998,2.0
paper199,Measuring cross-language intelligibility between Romance languages with computational tools,Related Languages,discovered,extracted_keyphrase,related languages,0.69,0.2499,2.0
paper199,Measuring cross-language intelligibility between Romance languages with computational tools,Mutual Intelligibility,discovered,extracted_keyphrase,mutual intelligibility,0.69,0.2499,2.0
paper199,Measuring cross-language intelligibility between Romance languages with computational tools,Novel Computational,discovered,extracted_keyphrase,novel computational,0.69,0.2499,2.0
paper199,Measuring cross-language intelligibility between Romance languages with computational tools,Semantic Similarity,discovered,extracted_keyphrase,semantic similarity,0.69,0.2362,3.0
paper200,CARE: An Explainable Computational Framework for Assessing Client-Perceived Therapeutic Alliance Using Large Language Models,Large Language Models,controlled,controlled_title,large language models,0.95,,
paper200,CARE: An Explainable Computational Framework for Assessing Client-Perceived Therapeutic Alliance Using Large Language Models,Therapeutic Alliance,discovered,extracted_keyphrase,therapeutic alliance,0.72,0.4961,1.0
paper200,CARE: An Explainable Computational Framework for Assessing Client-Perceived Therapeutic Alliance Using Large Language Models,Pearson Correlation,discovered,extracted_keyphrase,pearson correlation,0.69,0.2302,2.0
paper200,CARE: An Explainable Computational Framework for Assessing Client-Perceived Therapeutic Alliance Using Large Language Models,Actionable Insights,discovered,extracted_keyphrase,actionable insights,0.69,0.2302,2.0
paper200,CARE: An Explainable Computational Framework for Assessing Client-Perceived Therapeutic Alliance Using Large Language Models,Substantially Reduces,discovered,extracted_keyphrase,substantially reduces,0.69,0.2302,2.0
paper200,CARE: An Explainable Computational Framework for Assessing Client-Perceived Therapeutic Alliance Using Large Language Models,Contextually Grounded,discovered,extracted_keyphrase,contextually grounded,0.69,0.2302,2.0
paper201,Context-Dependent Affordance Computation in Vision-Language Models,Context Dependent,discovered,extracted_keyphrase,context dependent,0.76,0.5281,3.0
paper201,Context-Dependent Affordance Computation in Vision-Language Models,Affordance Computation,discovered,extracted_keyphrase,affordance computation,0.72,0.2101,1.0
